DOMAIN,CDN,CNAME,IP
an.facebook.com,No,['star.c10r.facebook.com.'],['157.240.7.20']
ur.facebook.com,No,"['star.facebook.com.', 'star.c10r.facebook.com.']",['157.240.7.20']
